gene_id,Apoly_Dec_1,Apoly_Dec_2,Apoly_Dec_3,Apoly_Dec_4,Apoly_Dec_5,Apoly_Feb_1,Apoly_Feb_2,Apoly_Feb_3,Apoly_Feb_4,Apoly_Feb_5
gene-lamtor4|lamtor4,86,101,61,99,91,81,49,78,70,59
gene-LOC110950537|LOC110950537,20,14,19,15,8,7,12,9,13,18
gene-sat1|sat1,270,146,289,75,397,164,40,237,52,74
gene-trnat-agu-19|trnat-agu,0,0,0,0,0,0,0,0,0,0
gene-LOC110951728|LOC110951728,0,0,0,0,0,0,0,0,3,0
gene-LOC110956251,0,0,0,0,0,0,0,0,0,0
gene-shc4|shc4,0,6,0,0,3,0,3,0,4,3
gene-LOC110952297|LOC110952297,2899,1798,2195,1342,1591,797,1178,770,898,639
gene-LOC110946615|LOC110946615,14,7,13,12,20,2,22,29,37,28
gene-LOC110964028|LOC110964028,0,0,0,0,0,0,0,0,0,0
gene-LOC110967273|LOC110967273,0,2,0,0,0,0,0,0,0,0
gene-LOC110967301|LOC110967301,6,9,12,16,12,6,3,2,5,9
gene-tasp1|tasp1,22,8,10,17,5,4,3,5,8,11
gene-scai|scai,7,5,10,7,9,14,7,9,12,18
gene-LOC110967099|LOC110967099,0,4,4,2,0,2,3,2,0,6
gene-tipin|tipin,18,23,13,16,46,13,0,21,12,20
gene-LOC110952557|LOC110952557,0,3,0,2,0,7,4,5,2,4
gene-mpp7|mpp7,12,13,11,15,14,5,4,0,2,5
gene-alg5|alg5,186,246,294,193,278,191,737,1292,1338,955
gene-LOC110950283|LOC110950283,0,0,0,0,0,0,0,0,2,0
gene-cunh11orf49|cunh11orf49,36,23,27,20,23,0,6,5,3,12
gene-LOC110961458|LOC110961458,0,0,0,0,0,0,0,0,0,0
gene-LOC110948515|LOC110948515,0,0,0,0,0,0,0,0,0,0
gene-trnac-gca-4|trnac-gca,0,0,0,0,0,0,0,0,0,0
gene-LOC110968952|LOC110968952,0,0,0,0,0,0,0,0,0,0
gene-kdelc1|kdelc1,32,28,19,12,14,5,8,17,9,7
gene-LOC110949247|LOC110949247,0,0,0,0,0,0,0,0,0,0
gene-LOC110968826|LOC110968826,100,185,105,131,120,69,35,52,38,25
gene-LOC110956889|LOC110956889,0,0,0,0,0,0,0,0,0,0
gene-LOC110960512|LOC110960512,0,0,0,0,0,0,0,0,0,0
gene-LOC110958332|LOC110958332,0,0,0,0,0,0,0,0,0,0
gene-LOC110949170|LOC110949170,0,0,0,0,0,0,0,0,0,0
gene-trnag-ucc-16|trnag-ucc,0,0,0,0,0,0,0,0,0,0
gene-LOC110949156|LOC110949156,0,0,0,0,0,0,0,0,0,0
gene-rp1|rp1,0,0,0,0,0,0,0,0,0,0
STRG.15432|LOC110967702,2,8,6,7,9,6,12,23,16,15
gene-mcoln2|mcoln2,290,555,579,405,957,560,405,400,495,409
gene-LOC110969815|LOC110969815,3,4,7,10,7,6,9,2,6,15
gene-slc35c2|slc35c2,35,55,51,45,22,14,12,32,44,24
gene-LOC110951017|LOC110951017,0,0,0,0,0,0,0,0,0,0
gene-LOC110971858|LOC110971858,0,4,0,0,0,16,0,0,0,0
gene-adat1|adat1,14,7,8,4,4,4,0,7,5,0
gene-LOC110949813|LOC110949813,7,0,16,5,0,0,5,0,0,4
gene-hmcn1|hmcn1,0,0,3,8,0,0,0,4,0,0
gene-LOC110945637|LOC110945637,0,0,0,0,0,0,0,0,0,0
gene-LOC110960784|LOC110960784,0,0,0,0,0,0,0,0,0,0
gene-LOC110968090|LOC110968090,6,0,6,0,0,0,2,0,0,0
gene-tmem35a|tmem35a,1,0,0,0,0,0,0,0,2,0
gene-actc1|actc1,0,0,0,0,0,0,0,0,0,0
gene-LOC110954682|LOC110954682,0,0,0,0,0,0,0,0,0,0
gene-LOC110945531|LOC110945531,0,0,0,0,0,0,0,0,0,0
gene-LOC110946361|LOC110946361,12,8,4,6,5,5,5,11,5,4
gene-LOC110955006|LOC110955006,0,0,0,3,0,0,0,0,0,0
gene-trnap-agg-19|trnap-agg,0,0,0,0,0,0,0,0,0,0
gene-LOC110966116|LOC110966116,0,0,0,0,0,0,0,0,0,0
gene-LOC110969631|LOC110969631,0,0,0,0,0,0,0,0,0,0
gene-LOC110960597|LOC110960597,79,91,98,76,87,38,35,37,22,38
gene-bnip3|bnip3,680,476,454,463,562,323,323,567,384,294
gene-rnf208|rnf208,3,7,4,6,0,3,4,0,4,3
gene-aimp2|aimp2,105,209,356,191,281,350,619,751,768,631
gene-LOC110952161|LOC110952161,0,0,0,0,0,0,0,0,0,0
gene-LOC110965157|LOC110965157,0,0,0,0,0,0,0,0,0,0
gene-spidr|spidr,6,17,16,22,13,21,9,16,24,13
gene-pbxip1|pbxip1,56,41,47,59,88,25,51,34,20,20
gene-LOC110952930|LOC110952930,120,80,77,78,94,67,66,173,114,83
gene-crim1|crim1,7,0,3,0,0,0,0,7,0,6
gene-LOC110958069|LOC110958069,0,0,0,0,0,0,0,0,0,0
gene-LOC110963697|LOC110963697,0,0,0,0,0,0,0,0,0,0
gene-LOC110971859|LOC110971859,8,12,6,11,20,6,5,5,12,0
gene-LOC110964893|LOC110964893,9,5,0,6,5,3,7,12,12,10
gene-LOC110967604|LOC110967604,0,0,0,0,0,0,0,0,0,0
gene-xdh|xdh,1959,1808,4592,3096,3112,6224,3739,5053,4530,7499
gene-LOC110963788|LOC110963788,0,0,0,0,0,0,0,0,0,0
gene-LOC110952721|LOC110952721,5,7,3,9,0,7,15,33,18,14
gene-cnih3|cnih3,0,0,2,0,0,0,0,0,0,0
gene-LOC110971033,0,0,0,0,3,0,0,0,0,0
gene-LOC110962284|LOC110962284,0,0,0,0,0,0,0,0,0,0
gene-LOC110957872|LOC110957872,0,0,0,0,0,0,0,0,3,0
gene-LOC110959806|LOC110959806,2,0,0,0,0,0,0,0,0,0
gene-rnaseh2b|rnaseh2b,31,16,14,35,58,6,6,8,0,4
gene-LOC110962867|LOC110962867,0,0,0,0,0,0,0,0,0,0
gene-LOC110971640|LOC110971640,5,10,7,10,3,10,5,4,5,5
gene-LOC110961294|LOC110961294,4,0,0,4,5,2,0,0,3,4
gene-eif4ebp2|eif4ebp2,402,305,227,207,286,151,129,149,137,83
gene-anos1|anos1,0,5,0,2,0,3,0,0,0,0
gene-LOC110947782|LOC110947782,0,0,0,0,0,0,0,0,0,0
gene-LOC110958509|LOC110958509,5,4,3,5,17,15,7,6,12,12
gene-cbln4|cbln4,0,0,0,0,0,0,0,0,0,0
gene-LOC110972850|LOC110972850,0,0,0,0,0,0,0,0,0,0
gene-tlcd1|tlcd1,0,0,0,0,0,0,0,0,0,0
gene-LOC110947254|LOC110947254,106,83,108,95,96,31,72,56,68,57
gene-mat2b|mat2b,184,133,158,125,117,51,75,132,120,102
gene-trnat-ugu-27|trnat-ugu,0,0,0,0,0,0,0,0,0,0
gene-tsn|tsn,59,66,65,67,91,64,76,138,147,118
gene-fam72a|fam72a,3,14,15,25,25,26,31,46,38,38
gene-LOC110954206|LOC110954206,39,30,15,27,24,12,7,10,10,6
gene-dpp3|dpp3,135,189,172,143,126,41,138,116,161,144
gene-LOC110961876|LOC110961876,4,4,4,5,8,3,11,16,5,15
gene-ska3|ska3,12,5,5,5,19,0,0,0,0,0
gene-LOC110957745|LOC110957745,91,96,81,41,43,56,59,127,26,54
gene-LOC110948314|LOC110948314,2,0,0,0,0,2,4,0,0,0
gene-LOC110956887|LOC110956887,73,72,92,69,46,10,21,41,16,39
gene-LOC110951229|LOC110951229,0,0,0,0,0,0,0,0,0,0
gene-tmprss9|tmprss9,46,80,38,57,59,68,77,149,114,104
gene-LOC110965896|LOC110965896,0,0,0,0,0,0,0,0,0,0
gene-LOC110959989|LOC110959989,0,0,0,0,0,0,0,0,6,2
gene-LOC110969865|LOC110969865,25,2,9,13,12,19,18,15,8,10
gene-cunh2orf81|cunh2orf81,0,0,0,0,0,0,0,0,0,0
gene-LOC110946914|LOC110946914,12,6,8,3,2,0,0,0,0,2
gene-LOC110949918|LOC110949918,0,2,0,0,0,0,0,0,0,2
gene-LOC110948171|LOC110948171,40,43,36,26,35,242,213,107,151,154
gene-LOC110948502|LOC110948502,24,16,17,18,33,39,10,32,29,25
gene-LOC110968262|LOC110968262,0,0,0,0,0,0,0,0,0,0
gene-prkd3|prkd3,23,8,20,15,16,4,6,0,7,5
gene-adarb2|adarb2,0,0,0,0,0,0,0,0,0,0
gene-mrpl16|mrpl16,201,127,245,161,207,225,156,227,158,129
gene-omp|omp,0,0,0,0,0,0,0,0,0,0
gene-LOC110950949|LOC110950949,143,367,638,404,636,587,638,745,948,784
gene-p4ha3|p4ha3,65,5,11,10,16,11,0,2,0,0
gene-LOC110970572|LOC110970572,2,0,4,0,0,0,0,0,3,2
gene-LOC110965256|LOC110965256,1937,2142,1256,2216,1672,1634,1625,1619,1553,1488
gene-LOC110947765|LOC110947765,7,28,24,21,30,24,26,18,26,30
gene-styxl1|styxl1,0,0,0,0,0,5,0,2,0,0
gene-LOC110949398|LOC110949398,0,8,4,0,10,0,0,4,2,4
gene-LOC110952382|LOC110952382,14,8,11,11,7,12,5,12,6,6
gene-ik|ik,224,220,215,191,229,172,164,239,225,183
gene-LOC110956237|LOC110956237,0,0,0,0,0,0,0,0,0,0
gene-LOC110948477|LOC110948477,0,0,0,0,0,2,0,0,0,3
gene-LOC110947147|LOC110947147,0,0,0,0,0,0,0,0,0,0
gene-LOC110945626|LOC110945626,0,0,0,0,0,0,0,0,0,0
gene-trnaq-uug-18|trnaq-uug,0,0,0,0,0,0,0,0,0,0
gene-LOC110958064|LOC110958064,264,278,231,159,149,43,53,78,31,31
gene-LOC110966344|LOC110966344,0,0,0,0,0,0,0,0,0,0
gene-nol9|nol9,13,13,20,35,27,11,22,53,31,52
gene-fam172a|fam172a,152,108,127,101,141,32,49,26,32,13
gene-trnat-agu-38|trnat-agu,0,0,0,0,0,0,0,0,0,0
gene-LOC110965749,0,0,0,0,0,0,0,0,0,0
gene-LOC110954671|LOC110954671,0,0,0,0,0,0,0,0,0,0
gene-rps20|rps20,7225,7413,6270,7362,8924,9767,6972,7418,7037,6662
gene-LOC110961718|LOC110961718,0,0,0,0,0,0,0,0,0,0
gene-plekhm2|plekhm2,49,79,207,82,140,173,142,152,166,210
gene-LOC110969848|LOC110969848,0,0,0,0,0,0,0,0,0,0
gene-txndc17|txndc17,166,212,75,113,127,53,47,87,105,58
gene-LOC110966333|LOC110966333,67,89,72,101,78,51,40,65,22,44
gene-LOC110971907|LOC110971907,0,0,0,0,0,0,0,0,0,0
gene-tbc1d10b|tbc1d10b,19,38,59,45,53,42,48,40,62,52
gene-rptor|rptor,36,25,43,32,19,5,11,11,15,7
gene-arhgap6|arhgap6,13,5,5,12,9,8,12,9,15,5
gene-mrpl45|mrpl45,59,72,51,42,64,50,55,118,100,81
gene-LOC110969825|LOC110969825,0,5,4,4,9,0,3,0,3,5
gene-LOC110972352|LOC110972352,0,0,0,0,0,2,2,0,0,0
gene-trnal-cag-4|trnal-cag,0,0,0,0,0,0,0,0,0,0
gene-LOC110953150|LOC110953150,87,73,57,62,68,36,51,99,59,58
gene-LOC110972914,0,0,0,0,0,0,0,0,0,0
gene-LOC110946712|LOC110946712,9,24,24,15,23,19,25,20,27,29
gene-LOC110946702|LOC110946702,2,0,0,0,2,0,3,4,5,6
gene-shroom2|shroom2,128,71,55,87,64,57,22,84,55,24
gene-arhgap31|arhgap31,22,16,28,33,22,10,34,21,31,25
gene-LOC110967350|LOC110967350,0,0,0,0,0,0,0,0,0,0
gene-LOC110947224|LOC110947224,0,0,0,0,0,0,0,0,0,0
gene-LOC110946928|LOC110946928,0,0,0,0,0,0,0,0,0,0
gene-LOC110950694|LOC110950694,3,0,0,0,0,0,0,0,0,0
gene-dvl2|dvl2,24,18,28,37,49,31,21,26,21,21
gene-LOC110958856|LOC110958856,0,0,0,0,0,0,0,2,0,0
gene-fbxw12|fbxw12,6,0,0,3,0,0,0,0,3,0
gene-LOC110970389|LOC110970389,0,0,0,0,0,0,0,0,0,0
gene-LOC110972953|LOC110972953,0,0,0,0,0,0,0,0,0,0
gene-ptgir|ptgir,0,7,8,28,35,3,2,6,3,18
gene-LOC110957863|LOC110957863,19,14,5,4,7,4,9,2,9,7
gene-LOC110951293|LOC110951293,0,0,0,0,0,0,0,0,0,0
gene-LOC110954277|LOC110954277,461,502,844,447,505,527,1643,1926,1984,2285
gene-LOC110960517|LOC110960517,411,377,205,233,223,116,61,103,48,78
gene-LOC110960165|LOC110960165,4773,4415,5761,7929,9688,11147,8175,7936,8095,7340
gene-LOC110954525|LOC110954525,88,99,153,160,140,177,164,172,199,188
gene-acer1|acer1,0,0,0,0,0,0,0,0,0,2
gene-LOC110972728|LOC110972728,0,0,0,0,0,0,0,0,0,0
gene-LOC110970315|LOC110970315,414,490,581,457,563,497,732,901,864,678
gene-fam163a|fam163a,0,0,0,0,0,0,0,0,0,0
gene-LOC110946340|LOC110946340,12,7,12,18,29,2,2,4,3,7
gene-sec62|sec62,241,242,220,236,296,186,457,778,735,568
gene-LOC110955259|LOC110955259,0,0,0,0,0,0,0,0,0,0
gene-ddx31|ddx31,30,19,22,33,32,88,58,96,123,91
gene-LOC110959388|LOC110959388,0,0,0,0,0,0,0,0,0,0
gene-LOC110960621|LOC110960621,0,0,0,0,0,0,0,0,0,0
gene-LOC110958790|LOC110958790,0,0,0,0,0,0,0,0,0,0
gene-terf2ip|terf2ip,18,14,17,27,25,0,8,11,10,6
gene-LOC110959639|LOC110959639,138,102,152,99,169,155,162,219,163,206
gene-LOC110963981|LOC110963981,0,0,0,0,0,0,0,0,0,0
gene-irf6|irf6,262,200,117,119,121,57,37,67,46,26
gene-LOC110957854|LOC110957854,12,5,7,9,9,10,7,9,5,7
gene-gphb5|gphb5,0,0,0,0,0,0,0,0,0,0
gene-LOC110962139|LOC110962139,0,0,0,0,0,0,0,0,0,0
gene-ccdc17|ccdc17,0,0,0,0,0,0,0,0,0,0
gene-tmpo|tmpo,73,31,28,22,25,17,19,20,6,9
gene-LOC110971958|LOC110971958,0,0,0,0,0,0,0,0,0,0
gene-LOC110947095|LOC110947095,0,0,0,0,0,0,0,0,0,0
gene-trnaq-uug-6|trnaq-uug,0,0,1,1,1,0,0,1,0,0
gene-hspb1|hspb1,151,88,104,103,168,701,846,676,759,793
gene-LOC110970100|LOC110970100,0,3,3,3,1,2,5,2,2,4
gene-LOC110960106|LOC110960106,0,0,0,0,0,0,0,0,0,0
gene-LOC110946083|LOC110946083,0,0,0,0,0,0,0,0,0,0
gene-LOC110971514|LOC110971514,0,0,0,0,0,0,0,0,1,0
gene-LOC110971674|LOC110971674,18,159,5,11,28,34,50,36,111,72
gene-LOC110950863|LOC110950863,47,37,28,24,62,72,46,47,43,44
gene-LOC110958134|LOC110958134,771,561,727,806,718,175,165,391,161,90
gene-LOC110959233|LOC110959233,6,0,0,0,0,0,0,0,0,0
gene-sp3|sp3,25,18,35,17,27,35,50,42,54,43
gene-dpy19l4|dpy19l4,13,11,15,11,12,0,0,0,0,3
gene-LOC110958403|LOC110958403,245,160,157,158,180,137,157,220,178,184
gene-trnai-aau-32|trnai-aau,0,0,0,0,0,0,0,0,0,0
gene-p3h2|p3h2,13,17,8,8,9,18,13,8,9,10
gene-fbxo11|fbxo11,96,92,138,144,155,119,138,105,119,127
STRG.9356|LOC110958437,50,95,242,132,542,148,607,589,200,414
gene-eif3m|eif3m,1399,1519,1422,1406,1588,1483,1598,1778,1440,1500
gene-LOC110962369|LOC110962369,0,0,4,2,5,0,2,2,0,0
gene-postn|postn,15,16,30,21,27,6,9,6,5,6
gene-LOC110945884|LOC110945884,2,1,3,1,2,0,0,0,1,0
gene-polr2f|polr2f,78,99,99,76,124,135,110,144,175,192
gene-LOC110971167|LOC110971167,1,1,0,1,0,1,0,0,0,0
gene-LOC110963487|LOC110963487,0,0,0,0,0,0,0,0,0,0
gene-LOC110972538|LOC110972538,0,0,0,0,0,0,0,0,0,0
gene-LOC110954873|LOC110954873,0,0,0,0,0,0,0,0,0,0
gene-LOC110969750|LOC110969750,0,4,8,6,3,0,0,0,0,2
gene-ncapd2|ncapd2,86,31,101,121,177,9,3,8,7,3
gene-LOC110960612|LOC110960612,0,0,3,7,5,0,0,0,0,0
gene-LOC110969177|LOC110969177,0,0,0,0,0,0,0,0,0,0
gene-trnak-cuu-32|trnak-cuu,0,0,0,0,0,0,0,0,0,0
gene-ddx10|ddx10,7,8,8,17,8,0,9,23,13,24
gene-idua|idua,38,38,27,26,34,6,14,11,5,6
gene-trnaq-cug|trnaq-cug,0,0,0,0,0,0,0,0,0,0
gene-LOC110962312|LOC110962312,5782,1612,2895,1671,1065,1516,435,1756,422,469
gene-LOC110972686|LOC110972686,7,10,8,14,13,2,8,13,16,15
gene-LOC110951200|LOC110951200,23,25,57,56,107,161,193,235,255,262
gene-LOC110967245|LOC110967245,0,0,0,0,0,0,0,0,0,0
gene-LOC110960383|LOC110960383,0,0,0,4,0,0,0,0,0,0
gene-LOC110954105|LOC110954105,0,0,0,0,0,0,0,0,0,0
gene-slc44a4|slc44a4,0,3,4,2,0,9,5,4,8,3
gene-chd1|chd1,58,65,199,133,132,149,143,131,176,171
gene-LOC110957785|LOC110957785,0,0,1,1,1,1,0,1,0,0
gene-LOC110965944|LOC110965944,0,0,0,0,0,0,0,0,0,0
gene-LOC110960459|LOC110960459,46,66,28,20,25,3,43,73,60,47
gene-LOC110947332|LOC110947332,0,0,0,0,0,0,0,0,0,0
gene-LOC110966450|LOC110966450,11,21,15,22,26,12,6,9,18,19
gene-naa25|naa25,24,44,53,51,63,119,78,140,95,104
gene-trnaa-agc-8|trnaa-agc,0,0,0,0,0,0,0,0,0,0
gene-LOC110968667|LOC110968667,2,0,6,4,8,2,0,3,4,8
gene-LOC110969104|LOC110969104,3,19,17,10,11,39,13,13,16,24
STRG.18724|LOC110945524,5,7,6,5,9,3,2,5,4,6
gene-LOC110949893|LOC110949893,0,1,0,0,4,0,5,0,2,0
gene-LOC110947362|LOC110947362,0,0,0,0,0,0,0,0,0,0
gene-clasp2|clasp2,117,130,123,100,98,86,48,108,105,117
gene-LOC110972465|LOC110972465,113,85,102,106,87,22,22,34,45,29
gene-pgd|pgd,226,351,352,187,351,198,803,532,901,981
gene-LOC110971634|LOC110971634,15,10,10,16,43,0,0,0,3,0
gene-trnaq-cug-34|trnaq-cug,0,0,0,0,0,0,0,0,0,0
gene-LOC110957321|LOC110957321,0,0,0,0,0,0,0,2,0,2
gene-LOC110952679|LOC110952679,2,2,0,2,1,2,0,0,2,1
gene-LOC110969192|LOC110969192,4,0,0,6,0,3,0,4,0,6
gene-ppm1l|ppm1l,0,0,0,0,0,0,2,0,0,0
gene-LOC110959899|LOC110959899,0,0,0,0,2,0,0,0,0,0
gene-LOC110961110|LOC110961110,13,0,4,0,6,0,2,2,3,2
gene-ubiad1|ubiad1,34,34,22,25,34,27,34,133,87,76
gene-LOC110946701|LOC110946701,30,70,52,67,97,22,23,32,34,23
gene-LOC110963662|LOC110963662,0,0,0,0,0,0,0,0,0,0
gene-itgb4|itgb4,0,0,2,0,0,2,0,0,0,0
gene-LOC110968330|LOC110968330,0,2,1,0,0,0,4,0,2,0
gene-LOC110961096,0,0,0,0,0,0,0,0,0,0
gene-LOC110945960|LOC110945960,0,0,0,0,0,0,0,0,0,0
gene-LOC110964222|LOC110964222,308,243,222,172,215,232,178,266,104,103
gene-LOC110950770|LOC110950770,111,86,85,78,65,40,60,76,49,55
gene-trnal-cag-2|trnal-cag,1,0,0,0,0,0,0,0,0,0
gene-LOC110948310|LOC110948310,3,4,3,3,20,6,7,10,5,9
gene-trnal-uag-3|trnal-uag,0,0,0,0,0,0,0,0,0,0
gene-LOC110946883|LOC110946883,71,66,45,72,115,127,70,74,58,56
gene-LOC110948972|LOC110948972,18,16,22,22,25,46,41,22,22,40
gene-LOC110964055|LOC110964055,11,0,7,0,15,2,0,0,0,0
gene-LOC110954347|LOC110954347,19,32,66,55,28,36,71,25,48,52
gene-LOC110952953|LOC110952953,0,0,0,3,0,0,0,0,0,0
gene-LOC110961722|LOC110961722,24,16,10,21,41,7,9,9,12,5
gene-vps50|vps50,61,52,31,34,36,6,12,23,17,21
gene-LOC110965163|LOC110965163,0,3,0,2,0,0,1,3,5,0
gene-LOC110951745|LOC110951745,14,38,23,19,26,128,69,58,40,45
gene-LOC110946913|LOC110946913,26,19,22,14,9,0,13,6,14,26
gene-LOC110968956|LOC110968956,13,0,0,2,0,0,0,0,0,0
gene-xxylt1|xxylt1,11,2,8,2,7,2,5,17,18,12
gene-LOC110949968|LOC110949968,27,17,19,22,19,21,51,30,31,27
gene-nkap|nkap,84,81,118,94,193,261,260,339,358,335
gene-trnar-ucu-12|trnar-ucu,0,0,0,0,0,0,0,0,0,0
gene-LOC110969826|LOC110969826,20,19,0,27,29,0,12,0,9,0
gene-LOC110971460|LOC110971460,4,8,6,7,6,0,2,2,0,3
gene-dmgdh|dmgdh,6577,4448,2793,5690,3160,226,399,461,493,297
gene-LOC110963717|LOC110963717,62,54,64,61,96,58,55,35,55,57
gene-LOC110956473|LOC110956473,59,42,23,49,34,14,23,67,39,27
gene-LOC110951292|LOC110951292,0,0,0,0,0,0,0,0,0,0
gene-LOC110948019|LOC110948019,0,0,0,0,0,0,0,0,0,0
gene-LOC110959133|LOC110959133,34,26,43,40,14,26,29,30,22,22
gene-LOC110959964|LOC110959964,9,0,5,13,2,13,0,2,0,3
gene-LOC110947175|LOC110947175,0,0,0,0,0,0,0,0,0,0
gene-LOC110968662|LOC110968662,111,253,262,147,166,300,819,774,899,888
gene-rad52|rad52,30,5,12,26,47,6,0,5,4,0
gene-phf8|phf8,35,51,77,47,83,56,89,90,85,68
gene-LOC110965694|LOC110965694,8,3,2,6,3,0,0,0,0,0
gene-LOC110963636,0,0,0,0,1,0,0,0,0,0
gene-LOC110959170|LOC110959170,49,56,70,48,65,23,23,24,30,21
gene-arf3|arf3,0,0,0,0,0,0,0,0,0,0
gene-spata5|spata5,14,9,30,16,46,17,32,27,25,21
gene-LOC110957423|LOC110957423,6,0,3,5,10,0,0,0,0,6
gene-dapk1|dapk1,37,32,29,30,31,37,9,12,21,23
gene-hic1|hic1,16,3,8,0,5,0,3,4,3,6
gene-LOC110961274|LOC110961274,22,22,27,30,45,35,38,49,38,31
gene-ttc14|ttc14,34,25,14,28,6,7,10,30,21,29
gene-mfhas1|mfhas1,113,168,214,189,89,33,52,74,54,50
gene-LOC110952424|LOC110952424,2,0,0,0,0,0,0,0,0,0
gene-LOC110956114|LOC110956114,31,46,43,31,41,48,35,24,43,40
gene-gldn|gldn,0,0,0,0,0,0,0,0,0,0
gene-dnase2|dnase2,88,56,50,72,104,22,21,32,32,37
gene-echdc1|echdc1,14,14,15,8,12,0,0,10,0,6
gene-LOC110965961|LOC110965961,10,6,7,4,8,7,0,0,8,4
gene-dlg4|dlg4,0,0,0,0,0,0,0,0,0,0
gene-col6a1|col6a1,183,188,174,184,336,103,91,73,104,68
gene-ccdc30|ccdc30,0,2,0,2,0,0,0,0,0,0
gene-loxl2|loxl2,5,13,15,18,9,2,7,0,0,9
gene-LOC110968161|LOC110968161,0,0,0,0,0,0,0,0,0,0
gene-LOC110946133|LOC110946133,0,0,0,0,0,0,0,0,0,0
gene-whrn|whrn,0,0,0,0,0,0,0,0,0,0
gene-LOC110971927|LOC110971927,70,16,66,19,40,3,7,9,23,10
gene-lrp6|lrp6,22,20,45,58,22,0,12,10,20,41
gene-LOC110951675|LOC110951675,0,0,0,0,0,0,0,0,0,0
gene-LOC110948186|LOC110948186,0,0,0,0,0,0,0,0,0,0
gene-LOC110972090|LOC110972090,5,2,7,15,6,0,5,4,3,5
gene-LOC110968852|LOC110968852,0,0,0,0,0,0,2,0,0,0
gene-LOC110966017|LOC110966017,0,0,0,0,0,0,0,2,0,0
gene-LOC110958080|LOC110958080,0,0,0,0,0,0,0,0,0,0
gene-LOC110964442|LOC110964442,0,0,0,0,0,0,0,0,0,0
gene-zc3h4|zc3h4,74,81,143,116,138,55,64,62,71,38
gene-zbtb41|zbtb41,74,24,77,93,55,86,130,379,249,40
gene-LOC110948688|LOC110948688,2,0,0,0,0,2,3,3,3,0
gene-trnaq-cug-4|trnaq-cug,0,0,0,0,0,0,0,0,0,0
gene-gdap1|gdap1,0,0,0,0,0,0,0,0,0,0
gene-LOC110947555|LOC110947555,1,0,2,5,5,0,8,0,0,0
gene-LOC110958317|LOC110958317,2,2,0,2,0,0,0,0,0,0
gene-LOC110946170|LOC110946170,41,79,66,63,68,92,71,128,83,115
gene-LOC110970646|LOC110970646,34,40,47,51,41,26,46,55,55,41
gene-cwf19l1|cwf19l1,28,21,16,19,19,5,0,21,13,9
gene-nat14|nat14,0,0,0,2,0,0,0,0,0,0
gene-LOC110945463|LOC110945463,14,4,10,11,14,19,33,57,58,69
gene-LOC110952814|LOC110952814,38,26,21,23,14,21,11,32,20,16
gene-ctnna1|ctnna1,669,677,871,474,796,544,654,649,701,644
gene-LOC110953091|LOC110953091,166,39,107,137,243,0,0,11,8,3
gene-LOC110962124|LOC110962124,198,184,166,175,252,170,132,194,117,108
gene-LOC110962558|LOC110962558,43,25,34,42,49,17,28,34,32,33
gene-LOC110958319|LOC110958319,0,0,0,0,0,0,0,0,0,0
gene-LOC110969587|LOC110969587,6,0,6,7,16,6,7,12,6,4
gene-LOC110969268|LOC110969268,0,0,0,0,0,0,0,0,0,0
gene-LOC110963772|LOC110963772,0,0,0,0,0,3,0,0,3,3
gene-LOC110947784|LOC110947784,52,32,27,32,60,10,66,45,63,31
gene-LOC110971739|LOC110971739,22,15,22,24,8,17,0,6,6,15
gene-LOC110961503|LOC110961503,61,13,35,24,19,16,10,20,19,16
gene-LOC110950107|LOC110950107,112,101,116,125,71,40,28,40,40,45
gene-LOC110950137|LOC110950137,282,2587,724,1509,1720,47,32,78,44,9
gene-LOC110947055|LOC110947055,3,0,0,0,0,0,0,0,0,0
gene-LOC110957088,0,0,0,0,0,0,1,0,0,0
gene-myo19|myo19,65,163,215,84,114,156,112,107,125,131
gene-pou3f3|pou3f3,2,0,0,0,2,0,0,0,0,0
gene-LOC110949558|LOC110949558,0,0,0,0,0,0,0,0,0,0
gene-rsph9|rsph9,0,0,2,0,0,0,0,0,0,0
gene-LOC110945714|LOC110945714,21,19,15,23,13,5,10,28,19,17
gene-LOC110964632|LOC110964632,14,11,7,15,57,11,9,5,9,5
gene-trnah-gug-4|trnah-gug,0,0,0,0,0,0,0,0,0,0
gene-LOC110946398|LOC110946398,0,0,0,0,0,0,0,0,0,0
gene-LOC110945377|LOC110945377,4,4,6,10,5,3,6,6,7,6
gene-LOC110971159|LOC110971159,0,0,0,0,0,9,25,6,29,7
gene-tada1|tada1,10,15,0,5,12,6,11,10,6,7
gene-tmem18|tmem18,29,40,9,57,44,8,42,72,86,63
gene-LOC110961526|LOC110961526,0,0,0,0,0,0,0,0,0,0
gene-LOC110964676|LOC110964676,16,5,7,10,8,14,12,6,4,6
gene-LOC110965232|LOC110965232,78,114,115,118,90,28,70,137,151,94
gene-trnar-ucu-19|trnar-ucu,0,0,0,0,0,0,0,0,0,0
gene-trnah-gug-5|trnah-gug,0,0,0,0,0,0,0,0,0,0
gene-LOC110965313|LOC110965313,109,231,191,134,143,88,134,289,221,203
gene-LOC110948958|LOC110948958,0,0,2,0,0,0,0,3,0,0
gene-ggt7|ggt7,16,10,8,5,6,4,2,0,4,4
gene-LOC110972864|LOC110972864,17,31,37,40,57,22,30,50,56,45
gene-LOC110967935|LOC110967935,0,0,0,0,0,0,0,0,0,0
gene-rasal2|rasal2,52,55,106,79,89,74,59,46,61,57
